key,press_time,release_time,hold_time,flight_time
Key.ctrl_l,1771996186.622905,1771996186.9817297,0.3588247299194336,-0.287550687789917
e,1771996187.1001446,1771996187.2243602,0.12421560287475586,0.11841487884521484
t,1771996187.3654027,1771996187.4928582,0.127455472946167,0.14104247093200684
l,1771996187.5330734,1771996187.6348433,0.10176992416381836,0.040215253829956055
a,1771996187.7169683,1771996187.8090823,0.09211397171020508,0.08212494850158691
b,1771996187.85467,1771996187.9094613,0.05479121208190918,0.045587778091430664
Key.down,1771996188.507073,1771996188.6212416,0.11416864395141602,0.597611665725708
Key.down,1771996188.7258148,1771996188.7729826,0.04716777801513672,0.10457324981689453
Key.down,1771996188.8609579,1771996188.9396389,0.07868099212646484,0.08797526359558105
Key.down,1771996189.0233166,1771996189.0952995,0.07198286056518555,0.08367776870727539
Key.enter,1771996189.2504876,1771996189.2994647,0.04897713661193848,0.15518808364868164
Key.caps_lock,1771996194.9171717,1771996195.0149555,0.09778380393981934,5.617707014083862
2,1771996197.1836312,1771996197.3523238,0.16869258880615234,2.168675661087036
3,1771996197.269679,1771996197.3989794,0.12930035591125488,-0.08264470100402832
a,1771996197.5373957,1771996197.6955545,0.1581587791442871,0.13841629028320312
d,1771996197.6320646,1771996197.7460778,0.1140131950378418,-0.06348991394042969
0,1771996199.0743873,1771996199.1643834,0.0899960994720459,1.3283095359802246
4,1771996199.1804051,1771996199.285984,0.10557889938354492,0.016021728515625
8,1771996199.3744402,1771996199.454846,0.08040571212768555,0.0884561538696289
p,1771996201.2325811,1771996201.2927132,0.06013202667236328,1.7777352333068848
Key.caps_lock,1771996201.3206115,1771996201.4135606,0.09294915199279785,0.027898311614990234
u,1771996201.4868112,1771996201.5670455,0.08023428916931152,0.07325053215026855
l,1771996201.669381,1771996201.7614248,0.09204387664794922,0.10233545303344727
i,1771996201.8317857,1771996201.8992796,0.06749391555786133,0.07036089897155762
k,1771996201.999475,1771996202.0599117,0.06043672561645508,0.10019540786743164
k,1771996202.138417,1771996202.215383,0.0769660472869873,0.07850527763366699
o,1771996202.3038013,1771996202.3771894,0.07338809967041016,0.08841824531555176
t,1771996202.420352,1771996202.478088,0.05773591995239258,0.04316258430480957
t,1771996202.5780394,1771996202.6463895,0.06835007667541504,0.09995150566101074
i,1771996202.6835485,1771996202.7561395,0.07259106636047363,0.037158966064453125
l,1771996202.8416145,1771996202.9128022,0.07118773460388184,0.08547496795654297
1,1771996202.9321914,1771996203.048943,0.11675167083740234,0.01938915252685547
0,1771996203.0520635,1771996203.1066422,0.05457878112792969,0.00312042236328125
Key.enter,1771996203.255927,1771996203.327708,0.07178092002868652,0.14928483963012695
,1771996206.9254484,1771996206.966613,0.04116463661193848,3.597740411758423
Key.ctrl_l,1771996206.7278287,1771996207.1028247,0.3749959468841553,-0.2387843132019043
g,1771996207.4466417,1771996207.5397272,0.09308552742004395,0.34381699562072754
o,1771996207.5568838,1771996207.6224458,0.06556200981140137,0.017156600952148438
o,1771996207.6930149,1771996207.7659009,0.07288599014282227,0.07056903839111328
g,1771996207.7813125,1771996207.8694584,0.08814597129821777,0.015411615371704102
l,1771996207.9075618,1771996207.97435,0.0667881965637207,0.038103342056274414
e,1771996207.977618,1771996208.1200662,0.14244818687438965,0.003268003463745117
Key.space,1771996208.0973523,1771996208.1819148,0.08456254005432129,-0.022713899612426758
k,1771996208.1892934,1771996208.2493951,0.06010174751281738,0.007378578186035156
e,1771996208.5016344,1771996208.5896704,0.08803606033325195,0.2522392272949219
e,1771996208.6766593,1771996208.7685769,0.09191751480102539,0.08698892593383789
p,1771996208.7729206,1771996208.827726,0.05480527877807617,0.004343748092651367
Key.enter,1771996208.9938073,1771996209.0621848,0.06837749481201172,0.16608142852783203
,1771996254.6745408,1771996254.7775865,0.10304570198059082,45.61235594749451
Key.ctrl_l,1771996254.4513075,1771996254.8473094,0.39600181579589844,-0.3262789249420166
,1771996261.4116662,1771996261.4809058,0.06923961639404297,6.564356803894043
Key.ctrl_l,1771996261.1077855,1771996261.7111354,0.6033499240875244,-0.3731203079223633
Key.tab,1771996267.3276875,1771996267.5035698,0.17588233947753906,5.616552114486694
Key.alt_l,1771996267.2298186,1771996267.898848,0.6690294742584229,-0.27375125885009766
Key.tab,1771996268.3145876,1771996268.442358,0.12777042388916016,0.4157395362854004
Key.alt_l,1771996268.2874784,1771996268.801746,0.5142674446105957,-0.15487957000732422
Key.tab,1771996269.4265525,1771996269.541264,0.11471152305603027,0.6248066425323486
Key.tab,1771996269.887394,1771996269.9907906,0.10339665412902832,0.3461298942565918
Key.ctrl_l,1771996269.0067759,1771996270.0971265,1.09035062789917,-0.9840147495269775
Key.tab,1771996274.1824443,1771996274.2895436,0.10709929466247559,4.085317850112915
Key.tab,1771996274.6335406,1771996274.7275395,0.09399890899658203,0.3439970016479492
Key.tab,1771996274.8289404,1771996274.9484568,0.11951637268066406,0.10140085220336914
Key.tab,1771996275.045472,1771996275.1500313,0.10455942153930664,0.0970151424407959
Key.ctrl_l,1771996271.9897077,1771996275.347896,3.3581883907318115,-3.1603236198425293
Key.backspace,1771996276.5317175,1771996276.6054692,0.07375168800354004,1.183821439743042
Key.backspace,1771996276.6947055,1771996276.7681704,0.07346487045288086,0.08923625946044922
Key.backspace,1771996276.9902847,1771996277.0334713,0.04318666458129883,0.22211432456970215
4,1771996277.5120795,1771996277.5890532,0.07697367668151855,0.4786081314086914
8,1771996277.8137014,1771996277.8802485,0.06654715538024902,0.22464823722839355
6,1771996277.9206288,1771996278.0243685,0.10373973846435547,0.040380239486694336
,1771996560.7126813,1771996560.7910893,0.07840800285339355,282.68831276893616
Key.ctrl_l,1771996560.4457037,1771996560.8247166,0.3790128231048584,-0.3453855514526367
m,1771996561.6415112,1771996561.7263472,0.08483600616455078,0.8167946338653564
o,1771996561.7776494,1771996561.8649156,0.08726620674133301,0.051302194595336914
n,1771996561.8804972,1771996561.9966471,0.11614990234375,0.015581607818603516
e,1771996562.1821651,1771996562.2795146,0.09734940528869629,0.1855180263519287
Key.down,1771996563.7409134,1771996563.7678778,0.026964426040649414,1.4613988399505615
Key.down,1771996564.0147252,1771996564.10624,0.09151482582092285,0.24684739112854004
Key.down,1771996564.250481,1771996564.3133821,0.06290125846862793,0.1442408561706543
Key.down,1771996565.067306,1771996565.1503866,0.08308053016662598,0.7539238929748535
c,1771996604.2885544,1771996604.4570355,0.16848111152648926,39.13816785812378
a,1771996604.381424,1771996604.507772,0.12634801864624023,-0.07561159133911133
p,1771996604.5371466,1771996604.6019726,0.06482601165771484,0.02937459945678711
Key.enter,1771996605.9112687,1771996605.9772494,0.06598067283630371,1.3092961311340332
Key.delete,1771996664.2404685,1771996664.3427093,0.10224080085754395,58.263219118118286
Key.delete,1771996684.0331202,1771996684.1060324,0.07291221618652344,19.69041085243225
Key.delete,1771996685.8251562,1771996685.9469275,0.12177133560180664,1.7191238403320312
Key.space,1771996689.736378,1771996689.836999,0.10062098503112793,3.7894504070281982
Key.space,1771996698.5867708,1771996698.68618,0.09940934181213379,8.7497718334198
Key.space,1771996702.305705,1771996702.4466655,0.1409604549407959,3.6195249557495117
Key.esc,1771996705.5407453,1771996705.6599798,0.11923456192016602,3.0940797328948975
Key.cmd,1771996776.6807613,1771996776.708357,0.02759575843811035,71.02078151702881
Key.cmd,1771996777.0856457,1771996777.1590226,0.07337689399719238,0.3772885799407959
Key.cmd,1771996777.538495,1771996777.6427264,0.10423135757446289,0.3794724941253662
s,1771996777.815488,1771996777.8279965,0.012508392333984375,0.1727616786956787
c,1771996777.77104,1771996777.8982704,0.12723040580749512,-0.05695652961730957
s,1771996777.843041,1771996777.9341185,0.09107756614685059,-0.05522942543029785
Key.cmd,1771996778.5201235,1771996778.63779,0.11766648292541504,0.5860049724578857
c,1771996778.8696918,1771996778.9981859,0.1284940242767334,0.2319018840789795
a,1771996778.9286191,1771996779.049248,0.12062883377075195,-0.06956672668457031
p,1771996779.1618688,1771996779.2271864,0.06531763076782227,0.11262083053588867
Key.backspace,1771996781.1821592,1771996781.1873784,0.005219221115112305,1.954972743988037
Key.backspace,1771996781.58657,1771996781.67154,0.08496999740600586,0.39919161796569824
a,1771996781.7175634,1771996781.7924683,0.0749049186706543,0.04602336883544922
Key.enter,1771996782.5264337,1771996782.5777714,0.05133771896362305,0.7339653968811035
Key.space,1771996869.6009626,1771996869.756189,0.155226469039917,87.02319121360779
Key.space,1771996885.8950026,1771996886.0475082,0.15250563621520996,16.138813495635986
Key.space,1771996888.190718,1771996888.2088478,0.018129825592041016,2.14320969581604
Key.space,1771996888.727793,1771996888.9073782,0.17958521842956543,0.5189452171325684
Key.media_volume_up,1771996891.2295763,1771996891.246756,0.01717972755432129,2.3221981525421143
Key.space,1771996893.3710392,1771996893.4848373,0.11379814147949219,2.1242830753326416
Key.media_volume_up,1771996901.4902408,1771996901.6745217,0.1842808723449707,8.005403518676758
Key.space,1771996901.847222,1771996901.974539,0.12731695175170898,0.1727004051208496
Key.space,1771996924.1063023,1771996924.208222,0.10191965103149414,22.131763219833374
Key.space,1771996932.8154268,1771996932.9496558,0.13422894477844238,8.607204914093018
Key.space,1771996935.0209792,1771996935.1501658,0.12918663024902344,2.0713233947753906
Key.space,1771996949.942388,1771996950.0350344,0.09264636039733887,14.792222261428833
Key.space,1771996950.7264047,1771996950.834388,0.10798335075378418,0.6913702487945557
Key.space,1771996951.498645,1771996951.605978,0.10733294486999512,0.6642570495605469
Key.space,1771996951.876895,1771996951.9702404,0.09334540367126465,0.2709169387817383
Key.cmd,1771997093.4853246,1771997093.6035235,0.11819887161254883,141.5150842666626
Key.tab,1771997099.665383,1771997099.8786092,0.2132260799407959,6.061859607696533
Key.alt_l,1771997099.3764753,1771997100.2083113,0.8318359851837158,-0.502133846282959
p,1772035413.513403,1772035413.6079464,0.09454345703125,38313.30509161949
o,1772035413.725582,1772035413.793368,0.06778621673583984,0.11763548851013184
o,1772035413.8838518,1772035413.9556684,0.07181668281555176,0.0904836654663086
Key.enter,1772035417.6598256,1772035417.7177486,0.057923078536987305,3.7041571140289307
Key.backspace,1772035653.1546004,1772035653.2121062,0.05750584602355957,235.43685173988342
Key.caps_lock,1772035653.7977026,1772035653.9163375,0.11863493919372559,0.5855963230133057
t,1772035654.2863843,1772035654.4374893,0.15110492706298828,0.37004685401916504
e,1772035654.4146342,1772035654.467866,0.05323171615600586,-0.022855043411254883
a,1772035654.730445,1772035654.8685057,0.1380608081817627,0.26257896423339844
m,1772035654.8552852,1772035654.9500785,0.09479331970214844,-0.013220548629760742
Key.space,1772035654.9371653,1772035655.0582712,0.12110590934753418,-0.012913227081298828
9,1772035655.8338473,1772035655.902567,0.06871962547302246,0.775576114654541
Key.space,1772035655.948261,1772035656.1042132,0.15595221519470215,0.04569411277770996
Key.space,1772035656.216321,1772035656.3145714,0.0982503890991211,0.11210775375366211
Key.backspace,1772035656.8186383,1772035656.924881,0.10624265670776367,0.5040669441223145
Key.backspace,1772035656.9927726,1772035657.1061852,0.11341261863708496,0.06789159774780273
Key.space,1772035659.773664,1772035659.855783,0.08211898803710938,2.6674787998199463
f,1772035659.9405682,1772035660.0289707,0.08840250968933105,0.08478522300720215
i,1772035660.1750638,1772035660.2728477,0.09778380393981934,0.14609313011169434
r,1772035660.3336701,1772035660.4663744,0.1327042579650879,0.060822486877441406
s,1772035660.5023003,1772035660.7173269,0.2150266170501709,0.035925865173339844
t,1772035660.5551918,1772035660.7678864,0.21269464492797852,-0.16213512420654297
Key.space,1772035660.7809026,1772035660.9196482,0.13874554634094238,0.013016223907470703
r,1772035661.0853417,1772035661.320727,0.23538541793823242,0.1656935214996338
w,1772035661.22229,1772035661.340913,0.11862301826477051,-0.09843707084655762
Key.backspace,1772035661.766479,1772035661.8610072,0.0945281982421875,0.4255659580230713
e,1772035662.5272937,1772035662.6252708,0.0979771614074707,0.6662864685058594
v,1772035663.134043,1772035663.2390869,0.10504388809204102,0.5087721347808838
i,1772035663.273529,1772035663.3674781,0.0939490795135498,0.03444218635559082
e,1772035663.3950853,1772035663.5485358,0.15345048904418945,0.027607202529907227
w,1772035663.5031672,1772035663.6417744,0.13860726356506348,-0.04536867141723633
Key.tab,1772035685.9442377,1772035686.0607405,0.11650276184082031,22.30246329307556
Key.alt_l,1772035685.7228758,1772035686.4893012,0.766425371170044,-0.33786463737487793
u,1772035689.0951185,1772035689.2497983,0.1546797752380371,2.6058173179626465
n,1772035689.2730105,1772035689.371062,0.09805154800415039,0.023212194442749023
Key.backspace,1772035690.372927,1772035690.4904647,0.1175377368927002,1.0018649101257324
Key.backspace,1772035690.5769355,1772035690.6980257,0.12109017372131348,0.0864708423614502
Key.caps_lock,1772035690.8856037,1772035691.0131264,0.12752270698547363,0.1875779628753662
m,1772035691.6015666,1772035691.6743922,0.07282567024230957,0.5884401798248291
i,1772035691.7475717,1772035691.887082,0.1395103931427002,0.07317948341369629
n,1772035691.8660192,1772035691.953273,0.08725380897521973,-0.021062850952148438
i,1772035691.8919392,1772035692.0152192,0.12328004837036133,-0.06133389472961426
,1772035695.8103137,1772035695.9109597,0.1006460189819336,3.7950944900512695
Key.ctrl_l,1772035695.411602,1772035696.117501,0.7058990001678467,-0.4993577003479004
Key.enter,1772035697.834954,1772035697.9535882,0.11863422393798828,1.7174530029296875
Key.tab,1772035698.6922588,1772035698.8294349,0.1371760368347168,0.7386705875396729
Key.alt_l,1772035698.5658422,1772035699.2339513,0.6681091785430908,-0.2635927200317383
Key.ctrl_l,1772035702.6565993,1772035703.8918014,1.2352020740509033,3.4226479530334473
Key.backspace,1772035707.1449993,1772035707.1496208,0.0046215057373046875,3.2531979084014893
Key.backspace,1772035707.4199238,1772035707.530009,0.11008524894714355,0.27030301094055176
Key.backspace,1772035707.6100967,1772035707.7057986,0.09570193290710449,0.08008766174316406
Key.backspace,1772035707.7841606,1772035707.9008474,0.11668682098388672,0.07836198806762695
Key.backspace,1772035708.580617,1772035708.7006314,0.12001442909240723,0.6797695159912109
Key.caps_lock,1772035708.794479,1772035708.9662488,0.1717698574066162,0.09384751319885254
t,1772035709.4635487,1772035709.55029,0.08674144744873047,0.4972999095916748
Key.caps_lock,1772035709.5914724,1772035709.7402768,0.1488044261932373,0.04118227958679199
h,1772035709.74402,1772035709.8165977,0.07257771492004395,0.0037431716918945312
a,1772035710.5352998,1772035710.6698794,0.13457965850830078,0.7187020778656006
n,1772035710.7837281,1772035710.8604593,0.07673120498657227,0.11384868621826172
i,1772035711.1516626,1772035711.2463412,0.09467864036560059,0.29120326042175293
Key.space,1772035711.2593894,1772035711.407423,0.14803361892700195,0.013048171997070312
Key.caps_lock,1772035711.5289674,1772035711.6112797,0.08231234550476074,0.12154436111450195
m,1772035711.6151717,1772035711.6957638,0.08059215545654297,0.0038919448852539062
k,1772035711.8262308,1772035711.9194121,0.09318137168884277,0.13046693801879883
Key.enter,1772035712.2520397,1772035712.3588989,0.10685920715332031,0.332627534866333
Key.caps_lock,1772035712.8637936,1772035712.9773147,0.11352109909057617,0.5048947334289551
Key.backspace,1772035715.59831,1772035715.6714923,0.07318234443664551,2.620995283126831
Key.caps_lock,1772035715.8718307,1772035715.9879696,0.11613893508911133,0.20033836364746094
n,1772035716.0080118,1772035716.0772536,0.06924176216125488,0.02004218101501465
Key.caps_lock,1772035716.176951,1772035716.2556484,0.07869744300842285,0.09969735145568848
s,1772035718.28119,1772035718.3856757,0.10448575019836426,2.0255415439605713
Key.backspace,1772035725.5552316,1772035725.643261,0.08802938461303711,7.169555902481079
Key.caps_lock,1772035725.7364666,1772035725.8694284,0.13296175003051758,0.09320569038391113
l,1772035726.1312668,1772035726.198809,0.06754207611083984,0.261838436126709
Key.caps_lock,1772035726.2168567,1772035726.297383,0.08052635192871094,0.018047809600830078
i,1772035726.341826,1772035726.4048924,0.06306648254394531,0.04444289207458496
t,1772035726.5040412,1772035726.6256092,0.12156796455383301,0.09914875030517578
h,1772035726.6062634,1772035726.679988,0.07372450828552246,-0.019345760345458984
i,1772035726.6974576,1772035726.8791056,0.18164801597595215,0.01746964454650879
n,1772035726.8609402,1772035726.957898,0.09695768356323242,-0.01816534996032715
Key.space,1772035726.9813716,1772035727.1317108,0.15033912658691406,0.023473739624023438
Key.caps_lock,1772035727.1746469,1772035727.3027794,0.12813258171081543,0.042936086654663086
j,1772035727.2556703,1772035727.3072033,0.05153298377990723,-0.047109127044677734
o,1772035727.4612837,1772035727.5705884,0.10930466651916504,0.15408039093017578
Key.caps_lock,1772035727.6176884,1772035727.7328646,0.11517620086669922,0.047100067138671875
Key.backspace,1772035728.02663,1772035728.1301007,0.1034708023071289,0.2937653064727783
o,1772035728.3315067,1772035728.4260063,0.09449958801269531,0.20140600204467773
s,1772035728.4339235,1772035728.5810914,0.14716792106628418,0.007917165756225586
e,1772035728.5032017,1772035728.6652324,0.16203069686889648,-0.07788968086242676
Key.right,1772035730.5124238,1772035730.604288,0.09186434745788574,1.847191333770752
Key.backspace,1772035730.8739533,1772035730.9678185,0.09386515617370605,0.2696652412414551
Key.backspace,1772035731.0314436,1772035731.12319,0.09174633026123047,0.06362509727478027
4,1772035732.2366662,1772035732.3421974,0.10553121566772461,1.113476276397705
8,1772035732.3607738,1772035732.4969952,0.13622140884399414,0.018576383590698242
Key.backspace,1772035735.3834338,1772035735.406432,0.02299809455871582,2.8864386081695557
Key.backspace,1772035735.5837982,1772035735.6569734,0.07317519187927246,0.1773662567138672
Key.backspace,1772035735.759242,1772035735.8332763,0.07403421401977539,0.10226869583129883
Key.backspace,1772035735.9250257,1772035736.001511,0.07648539543151855,0.09174942970275879
Key.backspace,1772035736.0851972,1772035736.1681666,0.08296942710876465,0.08368611335754395
Key.backspace,1772035736.247314,1772035736.3447242,0.09741020202636719,0.0791473388671875
Key.backspace,1772035736.413223,1772035736.5284603,0.11523723602294922,0.06849884986877441
Key.caps_lock,1772035736.7352912,1772035736.9121032,0.17681193351745605,0.2068309783935547
a,1772035737.0378375,1772035737.211733,0.17389559745788574,0.1257343292236328
Key.caps_lock,1772035737.1438456,1772035737.2421937,0.09834814071655273,-0.06788754463195801
b,1772035737.499402,1772035737.5908108,0.09140872955322266,0.25720834732055664
h,1772035737.7105622,1772035737.7888453,0.07828307151794434,0.1197514533996582
i,1772035738.2912228,1772035738.4067156,0.1154928207397461,0.5023775100708008
j,1772035738.4776826,1772035738.5932808,0.11559820175170898,0.07096695899963379
i,1772035738.6193893,1772035738.7237194,0.10433006286621094,0.026108503341674805
t,1772035738.7564142,1772035738.8831205,0.12670636177062988,0.03269481658935547
h,1772035738.8864996,1772035738.9652283,0.07872867584228516,0.0033791065216064453
Key.space,1772035739.013653,1772035739.1346836,0.12103056907653809,0.048424720764160156
Key.caps_lock,1772035739.263702,1772035739.4048517,0.14114975929260254,0.12901830673217773
p,1772035739.4611628,1772035739.547448,0.08628511428833008,0.05631113052368164
m,1772035739.7145643,1772035739.7879174,0.07335305213928223,0.16711640357971191
Key.caps_lock,1772035739.8512516,1772035739.9708326,0.11958098411560059,0.06333422660827637
Key.right,1772035741.507696,1772035741.525731,0.018035173416137695,1.5368633270263672
Key.right,1772035741.8350317,1772035741.9406524,0.1056206226348877,0.30930066108703613
Key.right,1772035742.0510015,1772035742.1467159,0.09571433067321777,0.11034917831420898
Key.right,1772035742.2444215,1772035742.3598878,0.11546635627746582,0.09770560264587402
Key.right,1772035743.4227803,1772035743.5016198,0.07883954048156738,1.0628924369812012
Key.backspace,1772035744.0939593,1772035744.1877403,0.0937809944152832,0.5923395156860352
Key.backspace,1772035744.3836796,1772035744.4722576,0.0885779857635498,0.195939302444458
Key.page_down,1772035745.8912838,1772035746.1023743,0.2110905647277832,1.4190261363983154
Key.enter,1772035745.888809,1772035746.1407678,0.25195884704589844,-0.21356534957885742
Key.backspace,1772035752.2798014,1772035752.407512,0.12771058082580566,6.139033555984497
Key.backspace,1772035752.7451034,1772035752.8784451,0.13334178924560547,0.33759140968322754
Key.backspace,1772035753.3511388,1772035753.4929826,0.1418437957763672,0.47269368171691895
0,1772035755.3848307,1772035755.530492,0.1456613540649414,1.891848087310791
3,1772035755.689181,1772035755.785577,0.09639596939086914,0.15868902206420898
Key.down,1772035756.7203603,1772035756.8454144,0.12505412101745605,0.9347832202911377
Key.left,1772035757.6305566,1772035757.6370068,0.006450176239013672,0.785142183303833
Key.left,1772035757.7399094,1772035757.9463925,0.2064831256866455,0.10290265083312988
,1772035759.1746333,1772035759.2943277,0.11969447135925293,1.228240728378296
,1772035759.4133399,1772035759.5341523,0.12081241607666016,0.11901211738586426
,1772035759.6480548,1772035759.723404,0.07534909248352051,0.11390256881713867
,1772035760.1370096,1772035760.240477,0.10346746444702148,0.4136056900024414
,1772035760.7815943,1772035760.8562207,0.07462644577026367,0.5411171913146973
Key.ctrl_l,1772035758.9331155,1772035761.4741635,2.541048049926758,-1.923105239868164
,1772035763.6468787,1772035763.73628,0.0894012451171875,2.172715187072754
,1772035764.4281468,1772035764.5206795,0.09253263473510742,0.6918668746948242
Key.ctrl_l,1772035763.142002,1772035765.0360847,1.8940825462341309,-1.3786773681640625
0,1772035765.5924847,1772035765.6713164,0.07883167266845703,0.5564000606536865
3,1772035765.8752294,1772035765.9623506,0.08712124824523926,0.20391297340393066
Key.backspace,1772035768.800492,1772035768.8253946,0.0249025821685791,2.838141441345215
Key.backspace,1772035768.9459462,1772035769.0582347,0.1122884750366211,0.12055158615112305
Key.backspace,1772035769.1496322,1772035769.2480564,0.09842419624328613,0.09139752388000488
Key.backspace,1772035769.3485959,1772035769.4522007,0.10360479354858398,0.1005394458770752
Key.backspace,1772035769.7460434,1772035769.8757453,0.12970185279846191,0.29384279251098633
Key.caps_lock,1772035769.9190533,1772035770.1172388,0.19818544387817383,0.04330801963806152
a,1772035770.432716,1772035770.5743332,0.1416172981262207,0.3154771327972412
Key.caps_lock,1772035770.5461626,1772035770.6583755,0.1122128963470459,-0.02817058563232422
b,1772035770.7976434,1772035770.887158,0.08951449394226074,0.1392679214477539
h,1772035771.0105197,1772035771.137539,0.12701916694641113,0.12336182594299316
i,1772035771.196864,1772035771.329876,0.133012056350708,0.05932497978210449
n,1772035771.3464038,1772035771.4347384,0.08833456039428711,0.016527891159057617
a,1772035771.4583855,1772035771.5856686,0.12728309631347656,0.023647069931030273
v,1772035771.7186694,1772035771.8622937,0.14362430572509766,0.13300085067749023
Key.space,1772035772.0147045,1772035772.1811364,0.16643190383911133,0.15241074562072754
Key.caps_lock,1772035772.2066674,1772035772.3302424,0.12357497215270996,0.02553105354309082
p,1772035772.4245028,1772035772.5373034,0.11280059814453125,0.09426045417785645
g,1772035772.7483048,1772035772.835251,0.08694624900817871,0.21100139617919922
Key.caps_lock,1772035773.6533566,1772035773.747384,0.09402751922607422,0.8181054592132568
Key.right,1772035774.368794,1772035774.3991616,0.030367612838745117,0.6214098930358887
Key.right,1772035774.61818,1772035774.7644875,0.14630746841430664,0.21901845932006836
Key.right,1772035774.8399246,1772035774.9811862,0.14126157760620117,0.07543706893920898
Key.right,1772035775.053873,1772035775.2140741,0.1602010726928711,0.07268691062927246
Key.right,1772035775.256761,1772035775.7270815,0.470320463180542,0.04268693923950195
Key.right,1772035775.9904134,1772035776.1188745,0.12846112251281738,0.26333189010620117
Key.right,1772035776.1879313,1772035776.317623,0.12969160079956055,0.06905674934387207
Key.right,1772035776.3812306,1772035776.5100195,0.12878894805908203,0.06360769271850586
Key.right,1772035776.703605,1772035776.88476,0.18115496635437012,0.19358539581298828
Key.backspace,1772035777.1197033,1772035777.2354133,0.11571002006530762,0.23494338989257812
Key.backspace,1772035777.2928174,1772035777.399459,0.10664153099060059,0.0574040412902832
0,1772035778.089125,1772035778.2094564,0.1203315258026123,0.6896660327911377
6,1772035778.437532,1772035778.5123208,0.07478880882263184,0.22807550430297852
Key.right,1772035780.036031,1772035780.1638181,0.12778711318969727,1.5237102508544922
Key.enter,1772035780.7363846,1772035780.8898373,0.15345263481140137,0.5725665092468262
Key.caps_lock,1772035781.7970424,1772035781.975598,0.17855572700500488,0.9072051048278809
a,1772035782.0250807,1772035782.2159812,0.19090056419372559,0.04948258399963379
Key.caps_lock,1772035782.1660335,1772035782.305394,0.1393604278564453,-0.04994773864746094
b,1772035782.53255,1772035782.6456459,0.11309576034545898,0.2271561622619629
h,1772035783.03377,1772035783.1862848,0.15251469612121582,0.3881242275238037
u,1772035783.2902174,1772035783.3931568,0.10293936729431152,0.10393261909484863
Key.backspace,1772035783.8974779,1772035784.0323124,0.13483452796936035,0.5043210983276367
i,1772035784.2039628,1772035784.3368292,0.13286638259887695,0.17165040969848633
n,1772035784.3971643,1772035784.4996538,0.10248947143554688,0.06033515930175781
a,1772035784.526988,1772035784.6546657,0.12767767906188965,0.027334213256835938
Key.space,1772035784.8235505,1772035784.9839358,0.1603853702545166,0.1688847541809082
Key.backspace,1772035785.3022947,1772035785.4416618,0.13936710357666016,0.3183588981628418
v,1772035785.454857,1772035785.592355,0.1374979019165039,0.013195276260375977
Key.space,1772035785.5779238,1772035785.7308939,0.1529700756072998,-0.014431238174438477
Key.caps_lock,1772035785.7702508,1772035785.917262,0.14701128005981445,0.03935694694519043
a,1772035785.9609497,1772035786.0751226,0.11417293548583984,0.04368758201599121
Key.caps_lock,1772035786.04729,1772035786.1908705,0.14358043670654297,-0.027832508087158203
n,1772035786.2428913,1772035786.3310037,0.08811235427856445,0.05202078819274902
i,1772035786.443789,1772035786.5360446,0.0922555923461914,0.11278533935546875
l,1772035786.6459997,1772035786.7388167,0.09281706809997559,0.1099550724029541
Key.shift_r,1772035786.9408767,1772035787.4632983,0.5224215984344482,0.20205998420715332
Key.caps_lock,1772035787.5773547,1772035787.6402287,0.06287407875061035,0.11405634880065918
m,1772035787.6975586,1772035787.805862,0.10830330848693848,0.05732989311218262
u,1772035787.901277,1772035787.9863913,0.0851142406463623,0.09541511535644531
t,1772035788.015004,1772035788.1095505,0.09454655647277832,0.028612613677978516
2,1772035788.250833,1772035788.387864,0.13703107833862305,0.1412825584411621
3,1772035788.7199497,1772035788.8138363,0.0938866138458252,0.33208560943603516
a,1772035789.3160958,1772035789.4697213,0.15362548828125,0.5022594928741455
d,1772035789.4569914,1772035789.5516734,0.09468197822570801,-0.012729883193969727
0,1772035790.3147223,1772035790.3817706,0.06704831123352051,0.7630488872528076
0,1772035790.4534683,1772035790.5562365,0.1027681827545166,0.07169771194458008
4,1772035790.655171,1772035790.7397964,0.0846254825592041,0.09893441200256348
Key.shift_r,1772035791.4749837,1772035791.8499024,0.37491869926452637,0.735187292098999
Key.up,1772035793.024271,1772035793.1698058,0.14553475379943848,1.1743686199188232
Key.left,1772035794.3773375,1772035794.3945136,0.017176151275634766,1.2075316905975342
Key.down,1772035794.8478367,1772035794.9966307,0.14879393577575684,0.4533231258392334
Key.down,1772035798.7804465,1772035798.8990848,0.11863827705383301,3.783815860748291
Key.backspace,1772035800.2003922,1772035800.3241613,0.12376904487609863,1.3013074398040771
1,1772035800.9620438,1772035801.059703,0.09765934944152832,0.6378824710845947
Key.down,1772035801.3432796,1772035801.4633532,0.12007355690002441,0.28357648849487305
Key.backspace,1772035801.8315928,1772035801.9291973,0.09760451316833496,0.3682396411895752
Key.backspace,1772035801.9905033,1772035802.107291,0.11678767204284668,0.061305999755859375
9,1772035802.6358495,1772035802.7123044,0.07645487785339355,0.5285584926605225
,1772035827.7717392,1772035827.9095867,0.1378474235534668,25.05943489074707
Key.ctrl_l,1772035827.5120785,1772035827.9531682,0.4410896301269531,-0.3975081443786621
Key.tab,1772035828.2761185,1772035828.4148183,0.13869976997375488,0.3229503631591797
Key.alt_l,1772035828.1223586,1772035828.4450665,0.3227078914642334,-0.29245972633361816
Key.tab,1772035829.0693805,1772035829.2210758,0.15169525146484375,0.6243140697479248
